user_name,user_location,user_description,user_verified,date,text,hashtags,source
Covid & Globe Apostate,"Kent, UK","Don't just distrust the MSM, keep a close eye on everyone. If you're a Freemason, media scum, controlled opposition or Decepticon, I will call you out.",False,2022-04-27 12:44:06+00:00,marianna spring is back and this time shes not just upset with people who doubt the msm about socalled and shes also disturbed to hear some of you dont believe the official narrative about,,Twitter Web App
Guy Fawkes 🗽,,"The tyranny is real, we all have a duty to protect our freedom and our values.",False,2022-04-27 12:44:05+00:00,has been proven a liar so often that weve lost countwhy is he still pmwhy is he still allowed anywhere near british politicswhy is he a free manweve lost our way as a nation,['BorisJohnson'],Twitter for Android
Daily Banner App,"Gujarat, India","Daily Banner is auto creation Application of Festival, Quotes & Business Posters for all business.

Read More: https://t.co/WyFXZCFyJh",False,2022-04-27 12:43:57+00:00,whatever type of business you are in one always wants to grow business,"['branding', 'marketingstrategies', 'Target']",Twitter Web App
Erwin Loh,"Melbourne, Victoria","Group Chief Medical Officer, St Vincent's Health Australia & Professor at Monash University, University of Melbourne & Macquarie University",False,2022-04-27 12:43:50+00:00,during the wave in december february overall us increased from to over the same period seroprevalence increased from to among aged years and from to among,"['Omicron', 'COVID19', 'seroprevalence']",LinkedIn
Raisina Dialogue,"New Delhi, India",Raisina Dialogue is a multilateral conference committed to addressing the most challenging issues facing the global community. Hosted by @orfonline & @MEAIndia.,True,2022-04-27 12:43:48+00:00,share a special relationship in this age of has a comparative advantage in the sector its role during the outbreak attests to this point,"['Nigeria', 'India', 'globalisation', 'India']",Twitter Web App
Idam Porul,"Tamilnadu, India",Anything Trending - Currently Globally - We have it for you here. Come and see your time flying in a jiffy.,False,2022-04-27 12:43:35+00:00,covid vaccine for year old covid covid shield india,"['covid', 'covid19']",TweetDeck
Mediocre arranger of other people's flowers 🌸,Philippines,Header photo: Untitled triptych (1991) by Futura 2000,False,2022-04-27 12:43:11+00:00,its not only acute that we have to worry about with more transmissible variants for as long as you can get infected you can develop,['COVID19'],Twitter for Android
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics. We post updates 24/7 as they come in, all data is from https://t.co/XmYqcFcEtM - #Coronavirus #COVID19",False,2022-04-27 12:42:56+00:00,new cases and new deaths in china hong kong sar gmt,"['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates
WHO Iraq,Iraq,Official Twitter account of the World Health Organization country office in Iraq.,True,2022-04-27 12:42:54+00:00,read our latest situation report,['COVID19'],Twitter Web App
Brammall.,"GB: 52.485292,1.710161","Tweeting from the east coast. Interested in politics, the arts, sport, food and Norwich City FC.",False,2022-04-27 12:42:49+00:00,sky news a full covid inquiry is needed asap to uncover all the lies and cover ups that took place and those who were guilty of them punished,,Twitter for Android
Tonksey 🇪🇺 #JohnsonTheCriminal #JohnsonOut,🇩🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Nomad🇬🇩🇱🇧🇸🇬🇫🇷🇹🇷🏴󠁧󠁢󠁷󠁬󠁳󠁿🇨🇮🇩🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿Ex-military pilot & Barra'boy,💙#Palestine #FollowBack #FBR #FBPPR #NHS #ClimateCrisis #BLM NoDMs",False,2022-04-27 12:42:45+00:00,discharging hospital patients to care homes unlawfulwhatever laws this hideous govt have broken no one will take responsibility let alone be fired or prosecuted,['Covid19'],Twitter for iPhone
Mexico Expat Living with Al & Patty,,Living The Mexico Expat Life,False,2022-04-27 12:42:45+00:00,very sad need this on the national stage may be the worst of all of when they look back years from now my doctor is sending me for work ups after my visit yesterday appears may have heart and lung damage already,"['longcovid', 'COVID19']",Twitter Web App
AviationGhana,"Accra, Ghana",AviationGhana is the most credible source of aviation news in Ghana and the West Africa sub-region. It is the organiser of the annual Aviation Breakfast Meeting,False,2022-04-27 12:42:31+00:00,tap on the link in the bio to read more visit to read moreaviationghana gh,,Twitter for iPhone
Pakhi goyel,"Mumbai, India",Business standard news,False,2022-04-27 12:42:24+00:00,covid vaccination of eligible children a priority pm modi tells cms,['COVID19'],Twitter Web App
Andrew Pinto,"Toronto, Ontario",Direct @upstreamlab in @MAP_Health. @CIHR_IRSC Chair in Applied #PublicHealth. Associate Prof @UofTFamilyMed @UofT_dlsph @ihpmeuoft | #SDOH #upstream | he/him,False,2022-04-27 12:42:11+00:00,finally she joined a meeting about an ambitious research study focused on treatments in meeting with colleagues across canada led by can be a diverse and fulfilling career with the right supports,"['COVID19', 'primarycare']",Twitter Web App
Jan,,"Digital Partisaner 
Get Woke, Go Broke
OctaTor",False,2022-04-27 12:42:11+00:00,some say that act like some that the hosts,"['COVID19', 'snakevenom', 'attacks', 'hereditary', 'diseases']",Twitter Web App
Edwin Dearborn 🇺🇸,"Las Vegas, NV & Motorcycles","Board Member with Three Highly Successful Corps | Author, Podcaster & Salty Marketeer | Liberty-Minded",False,2022-04-27 12:42:05+00:00,forging and falsifying covid tests has now become a multimillion dollar insurance fraud case,['TikTok'],Twitter for iPhone
Zeinobia is fully vaccinated 💉💉💉,Egypt,Egyptian Blogger / Journalist / Photographer. Keybase:@zeinobia. Just another talkative Egyptian RT is not Endorsement. My views do not represent my employer,False,2022-04-27 12:42:01+00:00,latest updates from announces new cases recoveries and no deat via,"['COVID19', 'UAE', 'UAE', 'COVID19']",24liveblog
CosmeticOBS,"Paris, France",L’Observatoire des Cosmétiques : le 1er pôle d'informations et analyses indépendant dédié aux cosmétiques. #CosmeticOBS #médias #beauté #cosmétique #pro,False,2022-04-27 12:41:46+00:00,the impact of on the beauty the forecasting firm has just published its latest report in which it shows how the has negotiated the recovery and what have emerged,"['Covid19', 'market']",Twitter Web App
Cream Care 💚,"West Midlands, Staffordshire","We supply temporary Care Assistants & Support Workers into Nursing, Residential & Community settings throughout Staffordshire, Shropshire & the West Mids",False,2022-04-27 12:41:19+00:00,discharging untested covid patients to care homes was unlwaful the high court has ruled today,['covid19'],Twitter Web App
Guy Fawkes 🗽,,"The tyranny is real, we all have a duty to protect our freedom and our values.",False,2022-04-27 12:41:06+00:00,s are a genocidal regime from the middle agesgranted power in return for riches for our corrupt politiciansthey released and after multiple threats from nothing would surprise me at this pointexcept our continued inaction,"['China', 'CCP']",Twitter for Android
Kumudhini,,Tweets are my own,False,2022-04-27 12:40:54+00:00,not only just abandoned workers he team abandoned workers still a pandemic,"['healthcare', 'Ontarians', 'frontline', 'COVID19']",Twitter for Android
Ashleigh Hewitt,uk,,False,2022-04-27 12:40:51+00:00,they should all hang their heads in fucking shame a close relative of mine had to witness an outbreak of covid in the care home she works at it was truly devastating,,Twitter for Android
sagarsabode,,I'm here just to track and  address the current covid situation. Left earlier this platform,False,2022-04-27 12:40:48+00:00,urging election commission to declare elections to control the new surge,['COVID19'],Twitter Web App
Dr. Jodie L. Guest,"Atlanta, GA","Professor, Vice Chair @EmoryEpi @EmoryRollins | therapy doodle mom | #Iditarod COVID Czar |@EmoryUniversity #COVID19 FB-live host| #epitwitter #LGBTQHealthConf",False,2022-04-27 12:40:47+00:00,so fun to speak with you thank you for all youve done to save lives and prevent more cases of,['COVID19'],Twitter for iPhone
UN Girls' Education Initiative,New York,Advancing gender equality in education and the empowerment of girls through the power of partnership.,True,2022-04-27 12:40:47+00:00,the impact of clearly shows our future if we dont invest in gender transformative education and if we dont treat the learning crisis like the emergency it is reminds us why we must keep working on gender equality and education now and in the future,['COVID19'],Twitter Web App
the10thman,"Johannesburg, South Africa",A Dominant Theory Will Emerge And Become Conventional Wisdom,False,2022-04-27 12:40:22+00:00,hold my beer,['COVID19'],Twitter for Android
Matt Fisher,"Westborough, MA",General Counsel @cariumcares. #HIPAA & #digitalhealth navigator. Host #HCdeJure; @abahealthlaw Secretary. Views≠legaladvice,False,2022-04-27 12:40:00+00:00,through changing some of the mips measures may helps as continues to impact practice patterns,"['Medicare', 'CMS', 'physicians', 'COVId19']",TweetDeck
Economic Times,,"India's No. 1 Business Daily that brings you the latest #news updates | A Times Internet Product
https://t.co/znMsuw7b49",True,2022-04-27 12:40:00+00:00,while active cases increased by in a day and comprised per cent of the total infections the national recovery rate was recorded at per cent,,TweetDeck
scroll.in,,"Quality journalism isn't cheap. Support https://t.co/dDlzkWD5yp. 
Here's how https://t.co/nJZ81DnHvp",True,2022-04-27 12:40:00+00:00,schoolteachers in uttar pradesh died of last year after carrying out election workfor travelled to the state to meet some of their families who are still struggling to comprehend their lossread,['COVID19'],TweetDeck
The Epoch Times,"New York, USA","Independent, award-winning reporting based on Truth and Tradition. Free newsletter: https://t.co/0F3JANwb8P | Telegram: https://t.co/Hmk1epY4Kv | Watch: https://t.co/M1G2gEVJmq",True,2022-04-27 12:40:00+00:00,starting from the summer semester the university of cincinnati will no longer require students and employees to get against,,Twitter Web App
Fortress Radio,,We are established to give colorful tunes and a definite ambiance to each day. We give you the needed strength and fortitude for the pursuit of a fruitful day.,False,2022-04-27 12:39:56+00:00,world malaria day celebrating an epidemic a special report via,['worl'],Twitter Web App
Zeinobia is fully vaccinated 💉💉💉,Egypt,Egyptian Blogger / Journalist / Photographer. Keybase:@zeinobia. Just another talkative Egyptian RT is not Endorsement. My views do not represent my employer,False,2022-04-27 12:39:45+00:00,latest updates from deaths and infections were logged in a week april from tests with a positivity rate of via,"['COVID19', 'Tunisia', 'Tunisia', 'COVID19']",24liveblog
Arjeta Ferati Gjikolli,Kosovo,"Monitoring and Evaluation Officer, UNICEF Kosovo Office",False,2022-04-27 12:39:40+00:00,we always want to protect those we love and vaccines help us do exactly that whether its routine immunization or are you and tesa fully vaccinated as per regular immunization schedule,,Twitter for iPhone
Lou Haley,Planet Earth .. for now!,is this how it’s meant to be?🧐,False,2022-04-27 12:39:39+00:00,and whyyyyy were autopsies stopped during the pandemic under the,"['CoronavirusAct', 'COVID19']",Twitter for iPhone
Guy Fawkes 🗽,,"The tyranny is real, we all have a duty to protect our freedom and our values.",False,2022-04-27 12:39:25+00:00,and most of them are now leaving because their complicity will be revealed,"['Twitter', 'ElonMusk', 'COVID19', 'COVID']",Twitter for Android
((( Consumer Protection ))),,Common Sense Advocate,False,2022-04-27 12:38:50+00:00,even though no issue continues,"['COVID19', 'HumanRightsViolations', 'cdnpoli', 'Toronto', 'bcpoli', 'quebec']",Twitter Web App
Jim,"Toronto, Ontario","Top news from around the world.

From an unapologetic Canadian who believes in Canadian economic independence, freedom of body, speech, religion and conscience.",False,2022-04-27 12:38:43+00:00,kind of like people who questioned pushing untested vaccines were labelled antivaxxersor people who talked about hunter bidens laptop were conspiracy theorists,,Twitter for Android
maverickdentdoc©️ نکھل,"Noida, India","#dentist OWNER @shopeasyev @akshaturja #amorfati #publicspeaker #startupguide A ltl bit of evrythng is OK🤘🏽 #Luvhppns,RT R'nt endrsmnt,Luv MY Friend 👬",False,2022-04-27 12:38:30+00:00,last time it was aisi inhouse ki baatein live nahi ki jaani chahiyeyehh protocol k bahar haiactually ji was relaxed to see such efficient nd serious pm who walks the talks a meeting abt ended up in n reduction,,Twitter for iPhone
LatestLY,"Mumbai, India","https://t.co/UVDtERUJlr focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news.",True,2022-04-27 12:38:12+00:00,pm narendra modi stresses on test track and treat with same efficacy to tackle covid surge,,TweetDeck
Keisha Blair HolisticWealth,"Ottawa, Ontario",Author of the HOLISTIC WEALTH series. Holistic Wealth Podcast host. Preorder the all NEW HOLISTIC WEALTH EXPANDED AND UPDATED: https://t.co/PhNVGmF9y6,False,2022-04-27 12:38:11+00:00,thank you for having me on as a guest on the laura coates show to discuss economic recovery employment and some of the most important issues facing us during,,Twitter for iPhone
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:38:02+00:00,northern ireland reff scotland and england are landing towards their safety zones with medium to high levels of activity and with very low to medium mortality for more days,['COVID19'],Twitter Web App
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:38:01+00:00,wales new casesk pop days will remain in its safety zone with low mortality for more days,['COVID19'],Twitter Web App
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:38:00+00:00,the uk is landing towards its safety zone reff reaching new cases deaths daily by may if incidence continues at the same rateforecasts for nations apr may by,['COVID19'],Twitter Web App
Abaris,Hants,"Would appear on Blogger (did originally),  but I don't do Bragging Rights (they want you to sell-your-soul nowadays),  find out by viewing posts, thank you.",False,2022-04-27 12:37:59+00:00,the coming storm from forbidden america,"['QAnon', 'FakeNews', 'OurBodies', 'Covid19']",Twitter Web App
"Tom Greene, Writer","Atlanta, GA",I write groundbreaking articles for curious people who want to cut through the bullshit. Stories to enlighten and entertain. Join 500K readers around the world,False,2022-04-27 12:37:55+00:00,did you know people are jumping to their deaths in shanghai article on my website,"['ChinaLockdown', 'COVID19', 'blog']",Twitter for iPhone
Frederick National Laboratory,"Frederick, MD","National #biomedical #research resource w/ focus on #cancer, #AIDS, & #infectious diseases. Currently operated by Leidos Biomedical Research for @theNCI.",True,2022-04-27 12:37:37+00:00,this is a valuable part of the effortssharing findings related to immune response with the scientific community,"['SeroNet', 'COVID19']",TweetDeck
Andrew Pinto,"Toronto, Ontario",Direct @upstreamlab in @MAP_Health. @CIHR_IRSC Chair in Applied #PublicHealth. Associate Prof @UofTFamilyMed @UofT_dlsph @ihpmeuoft | #SDOH #upstream | he/him,False,2022-04-27 12:37:10+00:00,yesterday in my clinic at our amazing family health team i hosted a st year med student from she was able to see care for people with multiple complex health issues hiv and even a wellbaby with a fantastic pgy,,Twitter Web App
Amesh Adalja,"Pittsburgh, Baltimore, NYC","Infectious disease MD (also CCM & EM)working on pandemic policy, emerging infections, preventing bioterror https://t.co/1yNUzIwLQJ",True,2022-04-27 12:36:16+00:00,at about am eastern ill be discussing the latest on with on siriusxm radio channel,['COVID19'],Twitter for iPhone
Liam,"Fairfield, Ct",Glad #PutinsPuppet is no longer in the White House.  CTYankee on Counter #UnFoxMyCableBox,False,2022-04-27 12:36:02+00:00,for the past two years covid has been the leading cause of death for law enforcement officers in the united stateswhat an unvaccinated sergeant who nearly died of covid wants you to know via,,Twitter for iPhone
National Health Mission Manipur,,"Official Twitter Account of National Health Mission, Manipur",False,2022-04-27 12:35:38+00:00,manipur updates,['COVID19'],Twitter for Android
LaC Med,,Raccontare la PAC e il suo impatto sul Mezzogiorno e il Mediterraneo. LaC Med: be mediterranean! Co-financing by @EUAgri,False,2022-04-27 12:35:35+00:00,eucommission if we want to protect our health whilst keeping our society and economy open and resilient we must take decisions now today we call on eu countries to step up preparedness for the next pandemic phase before autumn,,IFTTT
The Health Research Authority,,Protecting and promoting the interests of patients and public in health and social care research. Supporting the UK research response to the COVID-19 pandemic.,True,2022-04-27 12:35:29+00:00,are you relying on the control of patient information copi notice to process confidential patient information for its time to plan for more permanent support read our transition guidance and contact us by may cagnhsuk,,Twitter Web App
The Peninsula Qatar,Qatar,"News you can trust. Local Focus Global Vision. 
The official account of The Peninsula, a Qatari English daily newspaper.",True,2022-04-27 12:35:23+00:00,moph reports covid cases in qatar on april,"['Qatar', 'Doha', 'COVID19']",Twitter Web App
EUScience&Innovation🇪🇺,European Union,"Official account of DG Research & Innovation @EU_Commission, managing @HorizonEU & implementing Commissioner @GabrielMariya strategy. Follow also @JEPaquetEU",True,2022-04-27 12:35:13+00:00,timely data is in the eus transition towards the next phasefindable accessible interoperable reusable fair data can fast track the implementation of research public health responses to ongoingfuture outbreaksdiscover more,['COVID19'],Twitter Web App
Eric Mamer,Brussels,Chief spokesman @vonderleyen Commission. En français sur @MamerEric2,True,2022-04-27 12:35:07+00:00,entering the next phase of the pandemic we need to continue protecting public health but also keep our society economy open and resilienttoday proposes new actions to do so,['COVID19'],Twitter Web App
Yicai Global 第一财经,"Shanghai, China","Provides news coverage on China’s economy, businesses, markets and TMT sector. 中国最大财经媒体第一财经英文资讯服务的官方账号",True,2022-04-27 12:35:03+00:00,xinhua pharma soars as chinese drugmaker gets rights to make sell candidate pill,['COVID19'],Buffer
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:34:41+00:00,by may forecasted weekly average of cases caseskpop in ontario in british columbia manitoba saskatchewan new brunswick nunavuthighest reff in british columbia lowest reff in newf lab,['COVID19'],Twitter Web App
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:34:40+00:00,by may forecasted weekly average of cases caseskpop in prince edward island in nova scotia in yukon in quebec alberta newfoundland labrador northwest territories,['COVID19'],Twitter Web App
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:34:40+00:00,provinces and territory are either increasing or plateauing in epidemic activity with no to high mortality for more daysegbritish columbia reff medium mortnova scotia medium mortyukon no mortalberta high mort,['COVID19'],Twitter Web App
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:34:39+00:00,provinces and territory are slowly landing towards their safety zones with no to very high mortality for more daysegquebec reff high mortnorthwest t no mort ontario medium mort newf lab very high mort,['COVID19'],Twitter Web App
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:34:38+00:00,provinces and territory will remain in their safety zones with no expected mortality for more daysmanitoba new casesk pop dayssaskatchewan new casesk popnunavut new casesk popnew brunswick new casek pop,['COVID19'],Twitter Web App
Canadian Chris,,A concerned Canadian trying to piece together a semblance of credible news directly from intelligent outspoken people. Fight power not people. Opinions my own,False,2022-04-27 12:34:38+00:00,heres a story pfizers sec filing the risk that more widespread use of the vaccine will lead to new information about efficacy safety including the risk of additional adverse reactions some of which may be serious,,Twitter for Android
Adeline Dugerdil,Suisse,Physician specialized in internal medicine 👩🏻‍⚕️ (@ISG_UNIGE & @Hopitaux_unige) - Student in public health 👩🏻‍🎓 - Tweets express my views - 💙💛🕊,False,2022-04-27 12:34:37+00:00,canada is slowly landing to its safety zone reff with new cases deaths daily by may if incidence continues at same rateforecasts for provincesterritories apr may by,['COVID19'],Twitter Web App
Guy Fawkes 🗽,,"The tyranny is real, we all have a duty to protect our freedom and our values.",False,2022-04-27 12:34:22+00:00,it can be confusing to know who to support these daysbut if you see people whove been paid to lie to you for the last years deleting you know buying it is hugely positive for society,,Twitter for Android
Guy Fawkes 🗽,,"The tyranny is real, we all have a duty to protect our freedom and our values.",False,2022-04-27 12:34:16+00:00,it can be confusing to know who to support these daysbut if you see people whove been paid to lie to you for the last years deleting you know buying it is hugely positive for society,,Twitter for Android
Mediocre arranger of other people's flowers 🌸,Philippines,Header photo: Untitled triptych (1991) by Futura 2000,False,2022-04-27 12:33:22+00:00,are health authorities tracing all people that she got in contact with or have we completely given up on that,,Twitter for Android
